ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Original_Data,Data_Quality,Data_Completeness,Temp_Range,Temp_StdDev,Has_Extreme_Values
177,Sierra Leone,SL,SLE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.101,-0.084,0.176,-0.156,-0.281,-0.001,-0.124,-0.058,0.278,0.353,-0.134,0.162,0.481,-0.018,-0.107,-0.195,0.196,0.257,0.572,0.431,0.28,0.352,0.571,0.377,0.254,-0.12,0.722,0.626,0.157,0.5,0.618,0.241,0.556,0.465,0.477,0.599,0.756,1.037,0.59,0.59,0.848,1.005,0.814,1.034,1.194,1.109,0.795,1.243,0.9,1.405,1.134,0.533,1.058,1.037,1.16,1.086,1.728,1.234,1.561,1.526,1.565,1.328,"{'F1961': -0.101, 'F1962': -0.084, 'F1963': 0.176, 'F1964': -0.156, 'F1965': -0.281, 'F1966': -0.001, 'F1967': -0.124, 'F1968': -0.058, 'F1969': 0.278, 'F1970': 0.353, 'F1971': -0.134, 'F1972': 0.162, 'F1973': 0.481, 'F1974': -0.018, 'F1975': -0.107, 'F1976': -0.195, 'F1977': 0.196, 'F1978': 0.257, 'F1979': 0.572, 'F1980': 0.431, 'F1981': 0.28, 'F1982': 0.352, 'F1983': 0.571, 'F1984': 0.377, 'F1985': 0.254, 'F1986': -0.12, 'F1987': 0.722, 'F1988': 0.626, 'F1989': 0.157, 'F1990': 0.5, 'F1991': 0.618, 'F1992': 0.241, 'F1993': 0.556, 'F1994': 0.465, 'F1995': 0.477, 'F1996': 0.599, 'F1997': 0.756, 'F1998': 1.037, 'F1999': 0.59, 'F2000': nan, 'F2001': 0.848, 'F2002': 1.005, 'F2003': 0.814, 'F2004': 1.034, 'F2005': 1.194, 'F2006': 1.109, 'F2007': 0.795, 'F2008': 1.243, 'F2009': 0.9, 'F2010': 1.405, 'F2011': 1.134, 'F2012': 0.533, 'F2013': 1.058, 'F2014': 1.037, 'F2015': 1.16, 'F2016': 1.086, 'F2017': 1.728, 'F2018': 1.234, 'F2019': 1.561, 'F2020': 1.526, 'F2021': 1.565, 'F2022': 1.328}",Insufficient Data,1.0,2.009,0.5185855238352348,False
178,Singapore,SG,SGP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.075,-0.075,-0.075,-0.075,-0.466,-0.007,-0.091,-0.37,0.344,0.124,-0.181,-0.181,0.086,-0.084,0.004,0.274,0.274,0.206,0.174,0.285,0.516,0.195,0.195,0.195,0.195,-0.015,0.416,0.323,0.323,0.323,0.323,0.323,0.289,0.669,0.544,0.328,0.964,0.964,0.353,0.353,0.353,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,1.059,0.74,0.826,1.15,1.331,1.537,2.038,1.587,1.37,1.878,1.585,1.3,1.311,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': -0.075, 'F1965': -0.466, 'F1966': -0.007, 'F1967': -0.091, 'F1968': -0.37, 'F1969': 0.344, 'F1970': 0.124, 'F1971': -0.181, 'F1972': nan, 'F1973': 0.086, 'F1974': -0.084, 'F1975': 0.004, 'F1976': 0.274, 'F1977': nan, 'F1978': 0.206, 'F1979': 0.174, 'F1980': 0.285, 'F1981': 0.516, 'F1982': 0.195, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': -0.015, 'F1987': 0.416, 'F1988': 0.323, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': 0.289, 'F1994': 0.669, 'F1995': 0.544, 'F1996': 0.328, 'F1997': 0.964, 'F1998': nan, 'F1999': 0.353, 'F2000': nan, 'F2001': nan, 'F2002': 0.776, 'F2003': nan, 'F2004': nan, 'F2005': nan, 'F2006': nan, 'F2007': nan, 'F2008': nan, 'F2009': nan, 'F2010': 1.059, 'F2011': 0.74, 'F2012': 0.826, 'F2013': 1.15, 'F2014': 1.331, 'F2015': 1.537, 'F2016': 2.038, 'F2017': 1.587, 'F2018': 1.37, 'F2019': 1.878, 'F2020': 1.585, 'F2021': 1.3, 'F2022': 1.311}",Insufficient Data,1.0,2.504,0.5602100997807441,False
179,Slovak Rep.,SK,SVK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,1.702,0.686,-0.418,-0.258,1.021,0.768,1.621,1.237,1.376,0.648,0.539,0.395,0.629,2.148,1.523,1.496,0.685,0.84,1.569,0.949,2.379,2.122,1.959,1.276,2.549,2.42,2.027,1.287,2.018,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': 0.034, 'F1994': 1.702, 'F1995': 0.686, 'F1996': -0.418, 'F1997': -0.258, 'F1998': 1.021, 'F1999': 0.768, 'F2000': 1.621, 'F2001': 1.237, 'F2002': 1.376, 'F2003': 0.648, 'F2004': 0.539, 'F2005': 0.395, 'F2006': 0.629, 'F2007': 2.148, 'F2008': 1.523, 'F2009': 1.496, 'F2010': 0.685, 'F2011': 0.84, 'F2012': 1.569, 'F2013': 0.949, 'F2014': 2.379, 'F2015': 2.122, 'F2016': 1.959, 'F2017': 1.276, 'F2018': 2.549, 'F2019': 2.42, 'F2020': 2.027, 'F2021': 1.287, 'F2022': 2.018}",Insufficient Data,1.0,2.967,0.8142437604151068,False
180,"Slovenia, Rep. of",SI,SVN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,1.156,0.56,1.865,0.796,-0.12,0.464,1.359,0.867,1.782,1.706,1.498,1.426,0.726,0.476,0.86,2.165,1.574,1.628,0.769,1.354,1.931,1.234,2.431,2.125,2.046,1.721,2.412,2.34,2.228,1.524,2.435,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': 1.156, 'F1993': 0.56, 'F1994': 1.865, 'F1995': 0.796, 'F1996': -0.12, 'F1997': 0.464, 'F1998': 1.359, 'F1999': 0.867, 'F2000': 1.782, 'F2001': 1.706, 'F2002': 1.498, 'F2003': 1.426, 'F2004': 0.726, 'F2005': 0.476, 'F2006': 0.86, 'F2007': 2.165, 'F2008': 1.574, 'F2009': 1.628, 'F2010': 0.769, 'F2011': 1.354, 'F2012': 1.931, 'F2013': 1.234, 'F2014': 2.431, 'F2015': 2.125, 'F2016': 2.046, 'F2017': 1.721, 'F2018': 2.412, 'F2019': 2.34, 'F2020': 2.228, 'F2021': 1.524, 'F2022': 2.435}",Insufficient Data,1.0,2.555,0.49867345126793267,False
181,Solomon Islands,SB,SLB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.097,0.093,-0.075,0.13,-0.478,-0.139,-0.138,-0.142,0.244,0.149,-0.121,-0.327,0.206,0.113,0.061,-0.055,-0.055,0.346,0.27,0.208,0.475,-0.054,0.331,0.272,0.22,0.009,-0.016,0.645,0.158,0.158,0.26,0.492,0.057,0.043,0.643,0.402,0.293,0.654,0.249,0.563,0.563,0.563,0.592,0.752,0.792,0.549,0.962,0.962,0.319,0.69,0.797,0.887,0.789,0.766,0.674,0.674,0.674,0.674,0.674,1.185,0.955,1.038,"{'F1961': 0.097, 'F1962': 0.093, 'F1963': -0.075, 'F1964': 0.13, 'F1965': -0.478, 'F1966': -0.139, 'F1967': -0.138, 'F1968': -0.142, 'F1969': 0.244, 'F1970': 0.149, 'F1971': -0.121, 'F1972': -0.327, 'F1973': 0.206, 'F1974': 0.113, 'F1975': 0.061, 'F1976': -0.055, 'F1977': nan, 'F1978': 0.346, 'F1979': 0.27, 'F1980': 0.208, 'F1981': 0.475, 'F1982': -0.054, 'F1983': 0.331, 'F1984': 0.272, 'F1985': 0.22, 'F1986': 0.009, 'F1987': -0.016, 'F1988': 0.645, 'F1989': 0.158, 'F1990': nan, 'F1991': 0.26, 'F1992': 0.492, 'F1993': 0.057, 'F1994': 0.043, 'F1995': 0.643, 'F1996': 0.402, 'F1997': 0.293, 'F1998': 0.654, 'F1999': 0.249, 'F2000': 0.563, 'F2001': nan, 'F2002': nan, 'F2003': 0.592, 'F2004': 0.752, 'F2005': 0.792, 'F2006': 0.549, 'F2007': 0.962, 'F2008': nan, 'F2009': 0.319, 'F2010': 0.69, 'F2011': 0.797, 'F2012': 0.887, 'F2013': 0.789, 'F2014': 0.766, 'F2015': 0.674, 'F2016': nan, 'F2017': nan, 'F2018': nan, 'F2019': nan, 'F2020': 1.185, 'F2021': 0.955, 'F2022': 1.038}",Insufficient Data,1.0,1.663,0.3706573419625111,False
182,Somalia,SO,SOM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.333,-0.028,-0.211,0.027,-0.388,0.173,-0.09,-0.591,0.018,0.079,-0.245,0.298,0.571,-0.027,0.128,0.264,0.493,0.249,0.07,0.651,0.121,0.336,0.454,-0.001,0.007,0.097,0.869,0.719,-0.101,0.108,0.228,0.531,0.162,0.499,0.461,0.619,0.423,0.617,0.388,0.421,0.83,0.82,1.047,0.465,1.07,0.845,0.958,0.677,1.29,1.091,1.057,0.976,1.089,1.121,1.467,1.267,1.623,0.709,1.528,1.724,1.532,1.449,"{'F1961': 0.333, 'F1962': -0.028, 'F1963': -0.211, 'F1964': 0.027, 'F1965': -0.388, 'F1966': 0.173, 'F1967': -0.09, 'F1968': -0.591, 'F1969': 0.018, 'F1970': 0.079, 'F1971': -0.245, 'F1972': 0.298, 'F1973': 0.571, 'F1974': -0.027, 'F1975': 0.128, 'F1976': 0.264, 'F1977': 0.493, 'F1978': 0.249, 'F1979': 0.07, 'F1980': 0.651, 'F1981': 0.121, 'F1982': 0.336, 'F1983': 0.454, 'F1984': -0.001, 'F1985': 0.007, 'F1986': 0.097, 'F1987': 0.869, 'F1988': 0.719, 'F1989': -0.101, 'F1990': 0.108, 'F1991': 0.228, 'F1992': 0.531, 'F1993': 0.162, 'F1994': 0.499, 'F1995': 0.461, 'F1996': 0.619, 'F1997': 0.423, 'F1998': 0.617, 'F1999': 0.388, 'F2000': 0.421, 'F2001': 0.83, 'F2002': 0.82, 'F2003': 1.047, 'F2004': 0.465, 'F2005': 1.07, 'F2006': 0.845, 'F2007': 0.958, 'F2008': 0.677, 'F2009': 1.29, 'F2010': 1.091, 'F2011': 1.057, 'F2012': 0.976, 'F2013': 1.089, 'F2014': 1.121, 'F2015': 1.467, 'F2016': 1.267, 'F2017': 1.623, 'F2018': 0.709, 'F2019': 1.528, 'F2020': 1.724, 'F2021': 1.532, 'F2022': 1.449}",Insufficient Data,1.0,2.315,0.5385480335121358,False
183,South Africa,ZA,ZAF,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.251,0.215,0.185,-0.072,-0.025,0.246,-0.073,-0.376,0.287,0.365,-0.153,0.106,0.35,-0.245,-0.132,-0.504,0.171,0.059,0.317,0.237,-0.328,0.212,0.707,0.535,0.663,0.463,0.743,0.338,-0.034,0.324,0.367,0.807,0.836,0.208,0.633,-0.15,0.219,0.825,1.096,0.271,0.516,0.453,0.791,0.874,1.031,0.361,0.721,0.575,0.662,1.083,0.446,0.508,0.655,0.838,1.3,1.562,1.103,1.016,1.811,0.89,0.809,1.094,"{'F1961': 0.251, 'F1962': 0.215, 'F1963': 0.185, 'F1964': -0.072, 'F1965': -0.025, 'F1966': 0.246, 'F1967': -0.073, 'F1968': -0.376, 'F1969': 0.287, 'F1970': 0.365, 'F1971': -0.153, 'F1972': 0.106, 'F1973': 0.35, 'F1974': -0.245, 'F1975': -0.132, 'F1976': -0.504, 'F1977': 0.171, 'F1978': 0.059, 'F1979': 0.317, 'F1980': 0.237, 'F1981': -0.328, 'F1982': 0.212, 'F1983': 0.707, 'F1984': 0.535, 'F1985': 0.663, 'F1986': 0.463, 'F1987': 0.743, 'F1988': 0.338, 'F1989': -0.034, 'F1990': 0.324, 'F1991': 0.367, 'F1992': 0.807, 'F1993': 0.836, 'F1994': 0.208, 'F1995': 0.633, 'F1996': -0.15, 'F1997': 0.219, 'F1998': 0.825, 'F1999': 1.096, 'F2000': 0.271, 'F2001': 0.516, 'F2002': 0.453, 'F2003': 0.791, 'F2004': 0.874, 'F2005': 1.031, 'F2006': 0.361, 'F2007': 0.721, 'F2008': 0.575, 'F2009': 0.662, 'F2010': 1.083, 'F2011': 0.446, 'F2012': 0.508, 'F2013': 0.655, 'F2014': 0.838, 'F2015': 1.3, 'F2016': 1.562, 'F2017': 1.103, 'F2018': 1.016, 'F2019': 1.811, 'F2020': 0.89, 'F2021': 0.809, 'F2022': 1.094}",Insufficient Data,1.0,2.315,0.46818077008176257,False
184,"South Sudan, Rep. of",SS,SSD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.254,1.325,0.965,1.139,1.292,1.299,1.192,1.001,0.69,1.168,0.983,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': nan, 'F1994': nan, 'F1995': nan, 'F1996': nan, 'F1997': nan, 'F1998': nan, 'F1999': nan, 'F2000': nan, 'F2001': nan, 'F2002': nan, 'F2003': nan, 'F2004': nan, 'F2005': nan, 'F2006': nan, 'F2007': nan, 'F2008': nan, 'F2009': nan, 'F2010': nan, 'F2011': 1.462, 'F2012': 1.254, 'F2013': 1.325, 'F2014': 0.965, 'F2015': 1.139, 'F2016': 1.292, 'F2017': 1.299, 'F2018': 1.192, 'F2019': 1.001, 'F2020': 0.69, 'F2021': 1.168, 'F2022': 0.983}",Insufficient Data,1.0,0.772,0.15345181161385066,False
185,Spain,ES,ESP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.728,0.411,-0.233,0.486,-0.2,0.392,0.146,0.093,-0.285,0.131,-0.741,-0.825,-0.164,-0.434,-0.091,-0.367,-0.16,0.101,0.276,0.186,0.344,0.709,0.55,-0.163,0.484,0.259,0.724,0.796,1.039,1.446,0.209,0.305,-0.059,1.044,1.444,0.722,1.535,1.189,0.814,0.81,1.406,0.812,1.598,1.004,0.902,1.526,0.835,0.864,1.36,0.908,1.613,1.043,0.906,1.603,1.533,1.714,2.036,1.149,1.534,2.083,1.431,2.489,"{'F1961': 0.728, 'F1962': 0.411, 'F1963': -0.233, 'F1964': 0.486, 'F1965': -0.2, 'F1966': 0.392, 'F1967': 0.146, 'F1968': 0.093, 'F1969': -0.285, 'F1970': 0.131, 'F1971': -0.741, 'F1972': -0.825, 'F1973': -0.164, 'F1974': -0.434, 'F1975': -0.091, 'F1976': -0.367, 'F1977': -0.16, 'F1978': 0.101, 'F1979': 0.276, 'F1980': 0.186, 'F1981': 0.344, 'F1982': 0.709, 'F1983': 0.55, 'F1984': -0.163, 'F1985': 0.484, 'F1986': 0.259, 'F1987': 0.724, 'F1988': 0.796, 'F1989': 1.039, 'F1990': 1.446, 'F1991': 0.209, 'F1992': 0.305, 'F1993': -0.059, 'F1994': 1.044, 'F1995': 1.444, 'F1996': 0.722, 'F1997': 1.535, 'F1998': 1.189, 'F1999': 0.814, 'F2000': 0.81, 'F2001': 1.406, 'F2002': 0.812, 'F2003': 1.598, 'F2004': 1.004, 'F2005': 0.902, 'F2006': 1.526, 'F2007': 0.835, 'F2008': 0.864, 'F2009': 1.36, 'F2010': 0.908, 'F2011': 1.613, 'F2012': 1.043, 'F2013': 0.906, 'F2014': 1.603, 'F2015': 1.533, 'F2016': 1.714, 'F2017': 2.036, 'F2018': 1.149, 'F2019': 1.534, 'F2020': 2.083, 'F2021': 1.431, 'F2022': 2.489}",Insufficient Data,1.0,3.314,0.7304969513113647,False
186,Sri Lanka,LK,LKA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.105,-0.092,-0.029,0.07,-0.145,0.213,-0.082,-0.066,0.229,0.125,-0.334,-0.103,0.413,-0.245,-0.183,-0.117,0.038,0.091,0.327,0.419,0.151,0.137,0.637,-0.02,0.077,0.158,0.685,0.704,0.219,0.569,0.516,0.214,0.217,0.305,0.575,0.402,0.559,1.187,0.355,0.462,0.698,0.852,0.759,0.673,0.722,0.496,0.496,0.421,0.783,1.105,0.739,0.977,0.862,0.997,1.006,1.369,1.095,0.823,1.275,1.315,1.034,1.004,"{'F1961': -0.105, 'F1962': -0.092, 'F1963': -0.029, 'F1964': 0.07, 'F1965': -0.145, 'F1966': 0.213, 'F1967': -0.082, 'F1968': -0.066, 'F1969': 0.229, 'F1970': 0.125, 'F1971': -0.334, 'F1972': -0.103, 'F1973': 0.413, 'F1974': -0.245, 'F1975': -0.183, 'F1976': -0.117, 'F1977': 0.038, 'F1978': 0.091, 'F1979': 0.327, 'F1980': 0.419, 'F1981': 0.151, 'F1982': 0.137, 'F1983': 0.637, 'F1984': -0.02, 'F1985': 0.077, 'F1986': 0.158, 'F1987': 0.685, 'F1988': 0.704, 'F1989': 0.219, 'F1990': 0.569, 'F1991': 0.516, 'F1992': 0.214, 'F1993': 0.217, 'F1994': 0.305, 'F1995': 0.575, 'F1996': 0.402, 'F1997': 0.559, 'F1998': 1.187, 'F1999': 0.355, 'F2000': 0.462, 'F2001': 0.698, 'F2002': 0.852, 'F2003': 0.759, 'F2004': 0.673, 'F2005': 0.722, 'F2006': 0.496, 'F2007': 0.496, 'F2008': 0.421, 'F2009': 0.783, 'F2010': 1.105, 'F2011': 0.739, 'F2012': 0.977, 'F2013': 0.862, 'F2014': 0.997, 'F2015': 1.006, 'F2016': 1.369, 'F2017': 1.095, 'F2018': 0.823, 'F2019': 1.275, 'F2020': 1.315, 'F2021': 1.034, 'F2022': 1.004}",Insufficient Data,1.0,1.703,0.43807713945872656,False
187,St. Kitts and Nevis,KN,KNA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.09,0.031,0.288,0.214,-0.385,0.097,-0.192,-0.225,0.271,0.109,-0.233,-0.214,0.164,-0.377,-0.419,-0.467,0.076,0.161,0.16,0.646,0.564,0.162,0.489,0.009,-0.051,-0.023,0.649,0.395,-0.077,0.417,0.459,0.445,0.528,0.493,0.677,0.377,0.455,1.046,0.541,0.335,0.335,0.634,0.783,0.501,0.843,0.659,0.934,0.394,0.498,1.153,0.586,0.696,0.783,0.744,1.035,1.097,0.958,0.627,0.797,1.131,0.862,0.77,"{'F1961': 0.09, 'F1962': 0.031, 'F1963': 0.288, 'F1964': 0.214, 'F1965': -0.385, 'F1966': 0.097, 'F1967': -0.192, 'F1968': -0.225, 'F1969': 0.271, 'F1970': 0.109, 'F1971': -0.233, 'F1972': -0.214, 'F1973': 0.164, 'F1974': -0.377, 'F1975': -0.419, 'F1976': -0.467, 'F1977': 0.076, 'F1978': 0.161, 'F1979': 0.16, 'F1980': 0.646, 'F1981': 0.564, 'F1982': 0.162, 'F1983': 0.489, 'F1984': 0.009, 'F1985': -0.051, 'F1986': -0.023, 'F1987': 0.649, 'F1988': 0.395, 'F1989': -0.077, 'F1990': 0.417, 'F1991': 0.459, 'F1992': 0.445, 'F1993': 0.528, 'F1994': 0.493, 'F1995': 0.677, 'F1996': 0.377, 'F1997': 0.455, 'F1998': 1.046, 'F1999': 0.541, 'F2000': 0.335, 'F2001': nan, 'F2002': 0.634, 'F2003': 0.783, 'F2004': 0.501, 'F2005': 0.843, 'F2006': 0.659, 'F2007': 0.934, 'F2008': 0.394, 'F2009': 0.498, 'F2010': 1.153, 'F2011': 0.586, 'F2012': 0.696, 'F2013': 0.783, 'F2014': 0.744, 'F2015': 1.035, 'F2016': 1.097, 'F2017': 0.958, 'F2018': 0.627, 'F2019': 0.797, 'F2020': 1.131, 'F2021': 0.862, 'F2022': 0.77}",Insufficient Data,1.0,1.62,0.41408519300386115,False
